StockInvestedin|Sector|SectorTotal|Value(Mn)|%ofTotalHoldings|1MChange|1YHighestHolding|1YLowestHolding|Quantity|1MChangeinQty|M-Cap|GroupName|funaname|date
WhirlpoolOfIndiaLtd.|Homeappliances|0.89|40.8|0.89|-0.14%|1.58%(Sep2019)|0.89%(May2020)|21.00k|0.00|MidCap|10.18|canara-robeco-blue-chip-equity-fund-regular-plan|29-06-2020
#RelianceIndustriesLtd.-Rights|Refineries/marketing|7.6|3.3|0.07|0.07%|0.07%(May2020)|0%(Jun2019)|15.02k|15.02k|Other|9.31|canara-robeco-blue-chip-equity-fund-regular-plan|29-06-2020
HDFCBankLtd.|Banks|16.54|1315.5|6.84|-0.12%|9.78%(Nov2019)|6.84%(May2020)|13.82L|65.00k|Other|8.58|canara-robeco-equity-diversified-fund-regular-plan|29-06-2020
RelianceIndustriesLtd.|Refineries/marketing|6.69|1273.2|6.62|0.06%|6.62%(May2020)|2.95%(Sep2019)|8.69L|20.00k|LargeCap|59.8|canara-robeco-equity-diversified-fund-regular-plan|29-06-2020
ICICIBankLtd.|Banks|16.54|976.1|5.08|-0.91%|8%(Jul2019)|5.08%(May2020)|29.41L|-0.50L|LargeCap|59.8|canara-robeco-equity-diversified-fund-regular-plan|29-06-2020
InfosysLtd.|Computers-software|8.33|927.5|4.82|0.06%|5.02%(Jan2020)|3.56%(Jul2019)|13.42L|80.00k|LargeCap|59.8|canara-robeco-equity-diversified-fund-regular-plan|29-06-2020
BhartiAirtelLtd.|Telecom-services|4.17|802.6|4.17|0.67%|4.17%(May2020)|1.52%(Jul2019)|14.52L|1.60L|LargeCap|59.8|canara-robeco-equity-diversified-fund-regular-plan|29-06-2020
HindustanUnileverLtd.|Diversified|3.64|700.3|3.64|0.86%|3.95%(Mar2020)|2.5%(Jun2019)|3.40L|1.00L|LargeCap|59.8|canara-robeco-equity-diversified-fund-regular-plan|29-06-2020
DivisLaboratoriesLtd.|Pharmaceuticals|7.64|527.3|2.74|0.03%|2.74%(Mar2020)|2.22%(Jun2019)|2.21L|0.00|LargeCap|59.8|canara-robeco-equity-diversified-fund-regular-plan|29-06-2020
HousingDevelopmentFinanceCorporationLtd.|Housingfinance|2.68|515.8|2.68|-1.07%|4.72%(Sep2019)|2.59%(Jun2019)|3.11L|-0.60L|LargeCap|59.8|canara-robeco-equity-diversified-fund-regular-plan|29-06-2020
TataConsultancyServicesLtd.|Computers-software|8.33|468.6|2.44|-0.08%|3.72%(Aug2019)|1.22%(Jun2019)|2.38L|0.00|LargeCap|59.8|canara-robeco-equity-diversified-fund-regular-plan|29-06-2020
AbbottIndiaLtd.|Pharmaceuticals|7.64|415.7|2.16|-0.16%|2.4%(Mar2020)|0%(Jun2019)|24.86k|0.00|MidCap|18.38|canara-robeco-equity-diversified-fund-regular-plan|29-06-2020
AsianPaints(india)Ltd.|Paints|2.1|403.1|2.10|0.14%|2.1%(May2020)|1.28%(Feb2020)|2.40L|28.60k|LargeCap|59.8|canara-robeco-equity-diversified-fund-regular-plan|29-06-2020
AxisBankLtd.|Banks|16.54|396.9|2.06|-0.12%|4.23%(Jun2019)|2.06%(May2020)|10.31L|1.00L|LargeCap|59.8|canara-robeco-equity-diversified-fund-regular-plan|29-06-2020
KotakMahindraBankLtd.|Banks|16.54|372.8|1.94|-0.38%|4.82%(Sep2019)|1.94%(May2020)|3.05L|-0.20L|LargeCap|59.8|canara-robeco-equity-diversified-fund-regular-plan|29-06-2020
AtulLtd.|Chemicals-speciality|1.93|371.7|1.93|-0.09%|2.2%(Feb2020)|0.98%(Aug2019)|82.36k|3.48k|MidCap|18.38|canara-robeco-equity-diversified-fund-regular-plan|29-06-2020
MarutiSuzukiIndiaLtd.|Passenger/utilityvehicles|1.93|371|1.93|0.06%|1.93%(May2020)|0.74%(Nov2019)|66.13k|0.00|LargeCap|59.8|canara-robeco-equity-diversified-fund-regular-plan|29-06-2020
UltratechCementLtd.|Cement|3|370.9|1.93|0.24%|3.19%(Sep2019)|0.75%(Jun2019)|94.97k|4.00k|LargeCap|59.8|canara-robeco-equity-diversified-fund-regular-plan|29-06-2020
IpcaLaboratoriesLtd.|Pharmaceuticals|7.64|331.3|1.72|-0.17%|1.89%(Apr2020)|1.16%(Oct2019)|2.22L|0.00|MidCap|18.38|canara-robeco-equity-diversified-fund-regular-plan|29-06-2020
AvenueSupermartsLtd.|Retailing|1.71|327.9|1.71|-0.23%|2.11%(Mar2020)|0%(Jun2019)|1.45L|-0.10L|LargeCap|59.8|canara-robeco-equity-diversified-fund-regular-plan|29-06-2020
Larsen&ToubroLtd.|Engineering,designing,construction|2.97|324.4|1.69|0.06%|6.36%(Jun2019)|1.29%(Mar2020)|3.48L|3.25k|LargeCap|59.8|canara-robeco-equity-diversified-fund-regular-plan|29-06-2020
BalkrishnaIndustriesLtd.|Tyres&allied|1.67|321|1.67|0.20%|1.67%(May2020)|0.91%(Sep2019)|2.98L|0.00|MidCap|18.38|canara-robeco-equity-diversified-fund-regular-plan|29-06-2020
AlkemLaboratoriesLtd.|Hospital|1.62|312.2|1.62|-0.13%|1.75%(Apr2020)|0%(Jun2019)|1.38L|10.00k|MidCap|18.38|canara-robeco-equity-diversified-fund-regular-plan|29-06-2020
PetronetLNGLtd.|Lpg/cng/png/lngsupplier|2.38|280.8|1.46|0.14%|1.5%(Oct2019)|0%(Jun2019)|11.12L|82.00k|LargeCap|59.8|canara-robeco-equity-diversified-fund-regular-plan|29-06-2020
BritanniaIndustriesLtd.|Consumerfood|2.43|277|1.44|-0.05%|1.61%(Mar2020)|0.88%(Jun2019)|81.99k|-7.00k|LargeCap|59.8|canara-robeco-equity-diversified-fund-regular-plan|29-06-2020
HoneywellAutomationIndiaLtd.|Industrialelectronics|1.42|273.1|1.42|-0.11%|1.63%(Mar2020)|0.98%(Jul2019)|10.11k|0.00|MidCap|18.38|canara-robeco-equity-diversified-fund-regular-plan|29-06-2020
ICICILombardGeneralInsuranceCoLtd.|Insurance|1.38|265.8|1.38|0.06%|1.54%(Nov2019)|0%(Jun2019)|2.04L|10.00k|LargeCap|59.8|canara-robeco-equity-diversified-fund-regular-plan|29-06-2020
BajajFinanceLtd.|Nbfc|1.53|260.8|1.36|-0.39%|3.77%(Feb2020)|0%(Jun2019)|1.34L|-0.10L|LargeCap|59.8|canara-robeco-equity-diversified-fund-regular-plan|29-06-2020
HeroMotocorpLtd.|Motorcycles/scooters|1.35|259.7|1.35|0.21%|1.35%(May2020)|0%(Jun2019)|1.10L|10.00k|LargeCap|59.8|canara-robeco-equity-diversified-fund-regular-plan|29-06-2020
DaburIndiaLtd.|Personalcare|1.3|249.6|1.30|0.07%|1.3%(May2020)|0%(Jun2019)|5.35L|60.00k|LargeCap|59.8|canara-robeco-equity-diversified-fund-regular-plan|29-06-2020
VoltasLimited|Engineering,designing,construction|2.97|247|1.28|-0.09%|1.81%(Nov2019)|1.26%(Jul2019)|5.14L|0.00|MidCap|18.38|canara-robeco-equity-diversified-fund-regular-plan|29-06-2020
HDFCAssetManagementCo.Ltd.|Investmentcompanies|1.25|239.8|1.25|-0.11%|1.36%(Apr2020)|0%(Jun2019)|95.00k|-7.00k|LargeCap|59.8|canara-robeco-equity-diversified-fund-regular-plan|29-06-2020
DR.LALPATHLABSLtd.|Healthcareserviceproviders|1.22|234.3|1.22|-0.06%|1.28%(Apr2020)|0%(Jun2019)|1.53L|0.00|SmallCap|5.59|canara-robeco-equity-diversified-fund-regular-plan|29-06-2020
EscortsLtd.|Tractors|1.2|230.3|1.20|0.43%|1.2%(May2020)|0%(Jun2019)|2.55L|50.00k|SmallCap|5.59|canara-robeco-equity-diversified-fund-regular-plan|29-06-2020
ITCLimited|Cigarettes|1.2|230.3|1.20|0.08%|3.15%(Jul2019)|0.91%(Feb2020)|11.67L|0.00|LargeCap|59.8|canara-robeco-equity-diversified-fund-regular-plan|29-06-2020
GujaratGasLtd.|Gastransmission/marketing|1.19|228.7|1.19|-0.01%|1.27%(Dec2019)|0.94%(Jun2019)|9.51L|74.60k|Other|8.58|canara-robeco-equity-diversified-fund-regular-plan|29-06-2020
MultiCommodityExchangeOfIndiaLtd.|Otherfinancialservices|1.11|212.8|1.11|0.21%|1.11%(May2020)|0%(Jun2019)|1.60L|0.00|SmallCap|5.59|canara-robeco-equity-diversified-fund-regular-plan|29-06-2020
BataIndiaLtd.|Leatherandleatherproducts|1.1|212.1|1.10|-0.05%|1.15%(Apr2020)|0%(Jun2019)|1.60L|0.00|MidCap|18.38|canara-robeco-equity-diversified-fund-regular-plan|29-06-2020
TCIExpressLtd.|Logisticssolutionprovider|1.49|210.8|1.10|0.18%|1.13%(Jan2020)|0.84%(Jul2019)|3.27L|78.97k|SmallCap|5.59|canara-robeco-equity-diversified-fund-regular-plan|29-06-2020
Larsen&ToubroInfotechLtd.|Computers-software|8.33|205.7|1.07|0.03%|1.1%(Jan2020)|0%(Jun2019)|1.14L|-9.00k|MidCap|18.38|canara-robeco-equity-diversified-fund-regular-plan|29-06-2020
ShreeCementLtd.|Cement|3|205.3|1.07|0.04%|1.08%(Nov2019)|0%(Jun2019)|9.84k|0.00|LargeCap|59.8|canara-robeco-equity-diversified-fund-regular-plan|29-06-2020
#Dr.ReddysLaboratoriesLtd.|Pharmaceuticals|7.64|195.4|1.02|1.02%|1.02%(May2020)|0%(Jun2019)|48.00k|48.00k|LargeCap|59.8|canara-robeco-equity-diversified-fund-regular-plan|29-06-2020
JubilantFoodworksLtd.|Consumerfood|2.43|190.8|0.99|-0.09%|1.11%(Jan2020)|0%(Jun2019)|1.15L|-0.12L|MidCap|18.38|canara-robeco-equity-diversified-fund-regular-plan|29-06-2020
TitanCompanyLtd.|Gems,jewelleryandwatches|0.99|190.3|0.99|-0.10%|1.25%(Mar2020)|0.96%(Jan2020)|2.14L|0.00|LargeCap|59.8|canara-robeco-equity-diversified-fund-regular-plan|29-06-2020
WhirlpoolOfIndiaLtd.|Homeappliances|0.95|182.9|0.95|-0.07%|1.27%(Sep2019)|0.77%(Jun2019)|94.07k|0.00|MidCap|18.38|canara-robeco-equity-diversified-fund-regular-plan|29-06-2020
AIAEngineeringLtd.|Castings/forgings|0.93|179.2|0.93|0.02%|1.13%(Sep2019)|0.79%(Mar2020)|1.08L|0.00|MidCap|18.38|canara-robeco-equity-diversified-fund-regular-plan|29-06-2020
IndraprasthaGasLtd.|Lpg/cng/png/lngsupplier|2.38|177|0.92|-0.21%|1.27%(Mar2020)|0%(Jun2019)|3.75L|-0.75L|MidCap|18.38|canara-robeco-equity-diversified-fund-regular-plan|29-06-2020
CityUnionBankLtd.|Banks|16.54|119.1|0.62|-0.05%|1.4%(Dec2019)|0.62%(May2020)|8.78L|0.00|MidCap|18.38|canara-robeco-equity-diversified-fund-regular-plan|29-06-2020
UnitedSpiritsLtd.|Brew/distilleries|0.43|83.2|0.43|-0.89%|1.32%(Apr2020)|0%(Jun2019)|1.40L|-3.25L|LargeCap|59.8|canara-robeco-equity-diversified-fund-regular-plan|29-06-2020
TransportCorporationOfIndiaLtd.|Logisticssolutionprovider|1.49|75.8|0.39|-0.06%|1%(Sep2019)|0.39%(May2020)|4.95L|0.00|SmallCap|5.59|canara-robeco-equity-diversified-fund-regular-plan|29-06-2020
IndianRailwayCateringandTourismCorporationLtd.|Diversifiedservices|0.31|59.8|0.31|-0.40%|2.4%(Jan2020)|0%(Jun2019)|42.40k|-0.60L|Other|8.58|canara-robeco-equity-diversified-fund-regular-plan|29-06-2020
V.I.P.IndustriesLtd|Plasticproducts-consumer|0.24|45.5|0.24|-0.26%|1.1%(Jan2020)|0%(Jun2019)|2.09L|-2.00L|SmallCap|5.59|canara-robeco-equity-diversified-fund-regular-plan|29-06-2020
SBICardsandPaymentServicesLtd.|Nbfc|1.53|32.3|0.17|-0.02%|0.81%(Mar2020)|0%(Jun2019)|60.00k|0.00|Other|8.58|canara-robeco-equity-diversified-fund-regular-plan|29-06-2020
#RelianceIndustriesLtd.-Rights|Refineries/marketing|6.69|12.7|0.07|0.07%|0.07%(May2020)|0%(Jun2019)|57.29k|57.29k|Other|8.58|canara-robeco-equity-diversified-fund-regular-plan|29-06-2020
HDFCBankLtd.|Banks|12.56|1551.1|5.36|-0.09%|6.35%(Oct2019)|5.2%(Jul2019)|16.30L|45.00k|Other|7.07|canara-robeco-equity-hybrid-fund-direct-plan|29-06-2020
RelianceIndustriesLtd.|Refineries/marketing|5.35|1533.1|5.30|0.03%|5.3%(May2020)|2.66%(Aug2019)|10.47L|0.00|LargeCap|44.59|canara-robeco-equity-hybrid-fund-direct-plan|29-06-2020
ICICIBankLtd.|Banks|12.56|1129.8|3.91|-0.86%|5.91%(Dec2019)|3.91%(May2020)|34.04L|-2.50L|LargeCap|44.59|canara-robeco-equity-hybrid-fund-direct-plan|29-06-2020
InfosysLtd.|Computers-software|5.81|1102.5|3.81|0.07%|3.81%(May2020)|2.51%(Oct2019)|15.95L|75.00k|LargeCap|44.59|canara-robeco-equity-hybrid-fund-direct-plan|29-06-2020
BhartiAirtelLtd.|Telecom-services|2.95|853.6|2.95|0.50%|2.95%(May2020)|0.92%(Jul2019)|15.45L|1.55L|LargeCap|44.59|canara-robeco-equity-hybrid-fund-direct-plan|29-06-2020
HindustanUnileverLtd.|Diversified|2.75|795.8|2.75|0.53%|2.96%(Oct2019)|1.85%(Jun2019)|3.87L|92.00k|LargeCap|44.59|canara-robeco-equity-hybrid-fund-direct-plan|29-06-2020
TataConsultancyServicesLtd.|Computers-software|5.81|578.3|2.00|-0.03%|2.39%(Aug2019)|1.05%(Jul2019)|2.93L|0.00|LargeCap|44.59|canara-robeco-equity-hybrid-fund-direct-plan|29-06-2020
DivisLaboratoriesLtd.|Pharmaceuticals|4.82|545.6|1.89|0.06%|1.89%(May2020)|1.42%(Jun2019)|2.28L|0.00|LargeCap|44.59|canara-robeco-equity-hybrid-fund-direct-plan|29-06-2020
HousingDevelopmentFinanceCorporationLtd.|Housingfinance|1.88|544.1|1.88|-0.77%|3.44%(Sep2019)|1.88%(May2020)|3.28L|-0.75L|LargeCap|44.59|canara-robeco-equity-hybrid-fund-direct-plan|29-06-2020
UltratechCementLtd.|Cement|2.76|517.9|1.79|0.22%|2.31%(Sep2019)|0.91%(Jun2019)|1.33L|3.50k|LargeCap|44.59|canara-robeco-equity-hybrid-fund-direct-plan|29-06-2020
MarutiSuzukiIndiaLtd.|Passenger/utilityvehicles|1.62|467.7|1.62|0.09%|1.62%(May2020)|0.68%(Aug2019)|83.35k|0.00|LargeCap|44.59|canara-robeco-equity-hybrid-fund-direct-plan|29-06-2020
KotakMahindraBankLtd.|Banks|12.56|464.2|1.60|-0.42%|3.6%(Sep2019)|1.6%(May2020)|3.79L|-0.55L|LargeCap|44.59|canara-robeco-equity-hybrid-fund-direct-plan|29-06-2020
AbbottIndiaLtd.|Pharmaceuticals|4.82|463.2|1.60|-0.09%|1.69%(Apr2020)|0%(Jun2019)|27.70k|0.00|MidCap|12.34|canara-robeco-equity-hybrid-fund-direct-plan|29-06-2020
AsianPaints(india)Ltd.|Paints|1.46|420.9|1.46|0.09%|1.46%(May2020)|1.16%(Feb2020)|2.50L|23.70k|LargeCap|44.59|canara-robeco-equity-hybrid-fund-direct-plan|29-06-2020
Larsen&ToubroLtd.|Engineering,designing,construction|2.4|416.2|1.44|0.07%|4.61%(Jun2019)|1.24%(Mar2020)|4.46L|3.22k|LargeCap|44.59|canara-robeco-equity-hybrid-fund-direct-plan|29-06-2020
AtulLtd.|Chemicals-speciality|1.43|414|1.43|-0.04%|1.51%(Feb2020)|0.76%(Nov2019)|91.74k|3.38k|MidCap|12.34|canara-robeco-equity-hybrid-fund-direct-plan|29-06-2020
NavinFlourineInternationalLtd.|Chemicals-inorganic|1.41|407.6|1.41|0.08%|1.41%(May2020)|0.74%(Sep2019)|2.60L|15.00k|SmallCap|4.17|canara-robeco-equity-hybrid-fund-direct-plan|29-06-2020
AlkemLaboratoriesLtd.|Hospital|1.35|389.9|1.35|-0.12%|1.47%(Apr2020)|0%(Jun2019)|1.72L|8.00k|MidCap|12.34|canara-robeco-equity-hybrid-fund-direct-plan|29-06-2020
AvenueSupermartsLtd.|Retailing|1.34|387.7|1.34|-0.14%|1.51%(Mar2020)|0%(Jun2019)|1.71L|-0.10L|LargeCap|44.59|canara-robeco-equity-hybrid-fund-direct-plan|29-06-2020
BritanniaIndustriesLtd.|Consumerfood|2.08|386.1|1.33|0.01%|1.33%(May2020)|0.43%(Jun2019)|1.14L|-7.00k|LargeCap|44.59|canara-robeco-equity-hybrid-fund-direct-plan|29-06-2020
IpcaLaboratoriesLtd.|Pharmaceuticals|4.82|383.7|1.33|-0.10%|1.43%(Apr2020)|0.71%(Sep2019)|2.57L|0.00|MidCap|12.34|canara-robeco-equity-hybrid-fund-direct-plan|29-06-2020
BalkrishnaIndustriesLtd.|Tyres&allied|1.26|365.8|1.26|0.28%|1.26%(May2020)|0.64%(Jul2019)|3.39L|35.00k|MidCap|12.34|canara-robeco-equity-hybrid-fund-direct-plan|29-06-2020
AxisBankLtd.|Banks|12.56|342.1|1.18|-0.02%|2.93%(Jun2019)|1.18%(May2020)|8.89L|1.00L|LargeCap|44.59|canara-robeco-equity-hybrid-fund-direct-plan|29-06-2020
PetronetLNGLtd.|Lpg/cng/png/lngsupplier|1.96|324|1.12|0.13%|1.12%(May2020)|0%(Jun2019)|12.83L|1.00L|LargeCap|44.59|canara-robeco-equity-hybrid-fund-direct-plan|29-06-2020
BajajFinanceLtd.|Nbfc|0.99|286.9|0.99|-0.46%|2.54%(Feb2020)|0%(Jun2019)|1.47L|-0.35L|LargeCap|44.59|canara-robeco-equity-hybrid-fund-direct-plan|29-06-2020
HoneywellAutomationIndiaLtd.|Industrialelectronics|0.98|282.2|0.98|-0.05%|1.07%(Sep2019)|0.69%(Jun2019)|10.45k|0.00|MidCap|12.34|canara-robeco-equity-hybrid-fund-direct-plan|29-06-2020
ShreeCementLtd.|Cement|2.76|279.9|0.97|0.06%|0.97%(May2020)|0.61%(Sep2019)|13.42k|0.00|LargeCap|44.59|canara-robeco-equity-hybrid-fund-direct-plan|29-06-2020
VoltasLimited|Engineering,designing,construction|2.4|278.9|0.96|-0.05%|1.26%(Nov2019)|0.78%(Jul2019)|5.81L|0.00|MidCap|12.34|canara-robeco-equity-hybrid-fund-direct-plan|29-06-2020
ITCLimited|Cigarettes|0.95|274.2|0.95|0.08%|1.86%(Jun2019)|0.67%(Feb2020)|13.90L|0.00|LargeCap|44.59|canara-robeco-equity-hybrid-fund-direct-plan|29-06-2020
ICICILombardGeneralInsuranceCoLtd.|Insurance|0.94|271.9|0.94|0.06%|1.03%(Oct2019)|0%(Jun2019)|2.09L|10.00k|LargeCap|44.59|canara-robeco-equity-hybrid-fund-direct-plan|29-06-2020
GujaratGasLtd.|Gastransmission/marketing|0.89|258.1|0.89|-0.05%|0.94%(Apr2020)|0.66%(Jun2019)|10.73L|20.53k|Other|7.07|canara-robeco-equity-hybrid-fund-direct-plan|29-06-2020
IndraprasthaGasLtd.|Lpg/cng/png/lngsupplier|1.96|243.1|0.84|-0.17%|1.06%(Mar2020)|0%(Jun2019)|5.15L|-1.00L|MidCap|12.34|canara-robeco-equity-hybrid-fund-direct-plan|29-06-2020
MultiCommodityExchangeOfIndiaLtd.|Otherfinancialservices|0.82|237.7|0.82|0.16%|0.82%(May2020)|0%(Jun2019)|1.79L|0.00|SmallCap|4.17|canara-robeco-equity-hybrid-fund-direct-plan|29-06-2020
DR.LALPATHLABSLtd.|Healthcareserviceproviders|0.81|234.8|0.81|-0.02%|0.83%(Apr2020)|0%(Jun2019)|1.53L|0.00|SmallCap|4.17|canara-robeco-equity-hybrid-fund-direct-plan|29-06-2020
DaburIndiaLtd.|Personalcare|0.81|233.3|0.81|0.16%|0.81%(May2020)|0%(Jun2019)|5.00L|1.15L|LargeCap|44.59|canara-robeco-equity-hybrid-fund-direct-plan|29-06-2020
JubilantFoodworksLtd.|Consumerfood|2.08|217.2|0.75|-0.06%|0.81%(Apr2020)|0%(Jun2019)|1.31L|-0.15L|MidCap|12.34|canara-robeco-equity-hybrid-fund-direct-plan|29-06-2020
TitanCompanyLtd.|Gems,jewelleryandwatches|0.73|210.7|0.73|-0.06%|0.94%(Jun2019)|0.65%(Jan2020)|2.37L|0.00|LargeCap|44.59|canara-robeco-equity-hybrid-fund-direct-plan|29-06-2020
WhirlpoolOfIndiaLtd.|Homeappliances|0.67|194.4|0.67|-0.04%|0.99%(Sep2019)|0.62%(Feb2020)|99.95k|0.00|MidCap|12.34|canara-robeco-equity-hybrid-fund-direct-plan|29-06-2020
AIAEngineeringLtd.|Castings/forgings|0.66|190.6|0.66|0.03%|0.82%(Sep2019)|0.61%(Mar2020)|1.15L|0.00|MidCap|12.34|canara-robeco-equity-hybrid-fund-direct-plan|29-06-2020
#HeroMotocorpLtd.|Motorcycles/scooters|0.61|177.1|0.61|0.61%|0.61%(May2020)|0%(Jun2019)|75.00k|75.00k|LargeCap|44.59|canara-robeco-equity-hybrid-fund-direct-plan|29-06-2020
CityUnionBankLtd.|Banks|12.56|148.1|0.51|-0.03%|0.99%(Nov2019)|0.51%(May2020)|10.92L|0.00|MidCap|12.34|canara-robeco-equity-hybrid-fund-direct-plan|29-06-2020
UnitedSpiritsLtd.|Brew/distilleries|0.48|139.6|0.48|-0.52%|1%(Apr2020)|0%(Jun2019)|2.35L|-3.05L|LargeCap|44.59|canara-robeco-equity-hybrid-fund-direct-plan|29-06-2020
SolarIndustriesIndiaLtd.|Explosives|0.44|127|0.44|0.01%|0.75%(Nov2019)|0.43%(Apr2020)|1.42L|0.00|SmallCap|4.17|canara-robeco-equity-hybrid-fund-direct-plan|29-06-2020
PolycabIndiaLimited|Cables-electricals|0.43|123.9|0.43|-0.02%|0.93%(Oct2019)|0.43%(May2020)|1.82L|0.00|Other|7.07|canara-robeco-equity-hybrid-fund-direct-plan|29-06-2020
TransportCorporationOfIndiaLtd.|Logisticssolutionprovider|0.38|110.3|0.38|-0.04%|0.75%(Sep2019)|0.38%(May2020)|7.20L|0.00|SmallCap|4.17|canara-robeco-equity-hybrid-fund-direct-plan|29-06-2020
IndianRailwayCateringandTourismCorporationLtd.|Diversifiedservices|0.34|97.9|0.34|-0.25%|1.83%(Jan2020)|0%(Jun2019)|69.39k|-0.60L|Other|7.07|canara-robeco-equity-hybrid-fund-direct-plan|29-06-2020
AhluwaliaContracts(India)Ltd.|Constructioncivil|0.22|62.7|0.22|-0.02%|0.54%(Jun2019)|0.22%(May2020)|3.75L|0.00|SmallCap|4.17|canara-robeco-equity-hybrid-fund-direct-plan|29-06-2020
V.I.P.IndustriesLtd|Plasticproducts-consumer|0.09|25.7|0.09|-0.16%|0.42%(Feb2020)|0%(Jun2019)|1.18L|-2.00L|SmallCap|4.17|canara-robeco-equity-hybrid-fund-direct-plan|29-06-2020
#RelianceIndustriesLtd.-Rights|Refineries/marketing|5.35|15.5|0.05|0.05%|0.05%(May2020)|0%(Jun2019)|69.79k|69.79k|Other|7.07|canara-robeco-equity-hybrid-fund-direct-plan|29-06-2020
InfosysLtd.|Computers-software|7.73|718.3|7.73|2.49%|7.73%(May2020)|1.8%(Jun2019)|10.40L|3.50L|LargeCap|61.88|canara-robeco-equity-tax-saver-fund-regular-plan|29-06-2020
ICICIBankLtd.|Banks|13.99|534.8|5.76|-0.75%|9.12%(Jul2019)|3.69%(Sep2019)|16.11L|0.00|LargeCap|61.88|canara-robeco-equity-tax-saver-fund-regular-plan|29-06-2020
DivisLaboratoriesLtd.|Pharmaceuticals|12.24|493.6|5.31|0.19%|5.31%(May2020)|2.89%(Jun2019)|2.07L|0.00|LargeCap|61.88|canara-robeco-equity-tax-saver-fund-regular-plan|29-06-2020
HindustanUnileverLtd.|Diversified|5.21|484.2|5.21|0.75%|5.21%(May2020)|2.99%(Jun2019)|2.35L|44.00k|LargeCap|61.88|canara-robeco-equity-tax-saver-fund-regular-plan|29-06-2020
RelianceIndustriesLtd.|Refineries/marketing|5.26|484|5.21|0.06%|7.2%(Mar2020)|0%(Jun2019)|3.31L|0.00|LargeCap|61.88|canara-robeco-equity-tax-saver-fund-regular-plan|29-06-2020
HDFCBankLtd.|Banks|13.99|464.6|5.00|1.40%|9.74%(Nov2019)|3.6%(Apr2020)|4.88L|1.50L|Other|5.08|canara-robeco-equity-tax-saver-fund-regular-plan|29-06-2020
BhartiAirtelLtd.|Telecom-services|4.3|399|4.30|0.35%|4.3%(May2020)|0%(Jun2019)|7.22L|0.00|LargeCap|61.88|canara-robeco-equity-tax-saver-fund-regular-plan|29-06-2020
Dr.ReddysLaboratoriesLtd.|Pharmaceuticals|12.24|268.7|2.89|0.13%|2.89%(May2020)|0%(Jun2019)|66.00k|0.00|LargeCap|61.88|canara-robeco-equity-tax-saver-fund-regular-plan|29-06-2020
DaburIndiaLtd.|Personalcare|2.86|265.4|2.86|-0.10%|3.77%(Mar2020)|0%(Jun2019)|5.69L|0.00|LargeCap|61.88|canara-robeco-equity-tax-saver-fund-regular-plan|29-06-2020
MultiCommodityExchangeOfIndiaLtd.|Otherfinancialservices|2.72|252.3|2.72|0.28%|2.72%(May2020)|0%(Jun2019)|1.90L|-0.25L|SmallCap|10.35|canara-robeco-equity-tax-saver-fund-regular-plan|29-06-2020
AsianPaints(india)Ltd.|Paints|3.83|247.1|2.66|0.29%|3.89%(Dec2019)|1.14%(Jul2019)|1.47L|20.00k|LargeCap|61.88|canara-robeco-equity-tax-saver-fund-regular-plan|29-06-2020
DR.LALPATHLABSLtd.|Healthcareserviceproviders|2.59|240.4|2.59|-0.05%|2.65%(Mar2020)|0%(Jun2019)|1.57L|0.00|SmallCap|10.35|canara-robeco-equity-tax-saver-fund-regular-plan|29-06-2020
HeroMotocorpLtd.|Motorcycles/scooters|2.35|218.4|2.35|0.22%|2.35%(May2020)|0%(Jun2019)|92.50k|0.00|LargeCap|61.88|canara-robeco-equity-tax-saver-fund-regular-plan|29-06-2020
AbbottIndiaLtd.|Pharmaceuticals|12.24|209|2.25|-0.11%|3.24%(Mar2020)|0%(Jun2019)|12.50k|0.00|MidCap|18.24|canara-robeco-equity-tax-saver-fund-regular-plan|29-06-2020
PidiliteIndustriesLtd.|Chemicals-speciality|4.93|190.9|2.06|0.52%|2.06%(May2020)|0%(Jun2019)|1.30L|35.00k|LargeCap|61.88|canara-robeco-equity-tax-saver-fund-regular-plan|29-06-2020
EscortsLtd.|Tractors|2.04|189.7|2.04|0.45%|2.04%(May2020)|0%(Jun2019)|2.10L|0.00|SmallCap|10.35|canara-robeco-equity-tax-saver-fund-regular-plan|29-06-2020
AlkemLaboratoriesLtd.|Hospital|2.03|188.4|2.03|-0.27%|2.59%(Mar2020)|0%(Jun2019)|83.26k|0.00|MidCap|18.24|canara-robeco-equity-tax-saver-fund-regular-plan|29-06-2020
BataIndiaLtd.|Leatherandleatherproducts|1.99|184.9|1.99|-1.05%|3.04%(Apr2020)|0%(Jun2019)|1.40L|-0.70L|MidCap|18.24|canara-robeco-equity-tax-saver-fund-regular-plan|29-06-2020
IpcaLaboratoriesLtd.|Pharmaceuticals|12.24|166.7|1.79|-0.13%|1.92%(Apr2020)|0%(Jun2019)|1.12L|0.00|MidCap|18.24|canara-robeco-equity-tax-saver-fund-regular-plan|29-06-2020
BajajFinanceLtd.|Nbfc|1.77|164.4|1.77|-1.04%|5.85%(Feb2020)|1.77%(May2020)|84.15k|-0.30L|LargeCap|61.88|canara-robeco-equity-tax-saver-fund-regular-plan|29-06-2020
